split,paper_index,title,has_explicit_novelty_claim,claim_text,claim_quote,reason_text,reason_quote,confidence,validation_note
train,68,Rec4LRW - Scientific Paper Recommender System for Literature Review and Writing,True,The authors propose a new set of intermediate criteria to understand the relationships between a research paper and its bibliography.,A set of intermediate criteria are proposed to capture the relations between a research paper and its bibliography.,The recommendation techniques in the system are specifically created based on these newly proposed criteria.,The recommendation techniques for the three tasks in Rec4LRW are specifically devised on top of the intermediate criteria.,medium,"The abstract uses the word 'proposed' to introduce a set of criteria and 'specifically devised' for the techniques built upon them, which implies a contribution. However, it does not use stronger, more explicit novelty language like 'novel' or 'for the first time'."
train,69,Recommender System for Literature Review and Writing,False,,,,,low,"The abstract introduces a system (Rec4LRW) and states that criteria 'are proposed' and techniques 'are specifically devised', but it does not use explicit novelty language (e.g., 'novel', 'first') to frame these as new contributions against prior work."
train,70,Can I have more of these please?: Assisting researchers in finding similar research papers from a seed basket of papers,False,,,,,low,"The abstract describes the paper's aim to conceptualize and develop techniques, and it presents an evaluation of a hybrid recommendation technique. However, it does not use explicit language to claim that the technique itself is novel or a new contribution."
train,71,Gamification in Science Education. A Systematic Review of the Literature,False,,,,,low,"The abstract describes the paper as a systematic literature review that reveals trends, gaps, and provides a framework. However, it does not use explicit language (e.g., 'novel', 'first', 'new') to claim that this review or its findings are a novel contribution."
train,72,Between Level Up and Game Over: A Systematic Literature Review of Gamification in Education,False,,,,,low,"The abstract describes the objective, methodology (a standard PRISMA systematic review), and findings of a literature review. It does not contain any explicit language claiming that this review is novel, the first of its kind, or presents a new methodology."
train,73,Gamification in higher education and stem : a systematic review of literature,True,The authors present a systematic literature review of empirical studies concerning gamification within STEM-related Higher Education.,This brings us to the purpose of this work: presenting a systematic literature review of empirical studies about gamification STEM related Higher Education.,"The authors state that, to date, no literature review has exclusively focused on the use of gamification in Higher Education.","Despite the availability of literature reviews about gamification and its effects, no work to this date has focused exclusively on Higher Education (HE).",high,"The abstract explicitly states that 'no work to this date has focused exclusively on Higher Education (HE)', thereby establishing the novelty of their literature review which focuses on this area."
train,74,"Serious Game Design with medical students as a Learning Activity for Developing the 4Cs Skills: Communication, Collaboration, Creativity and Critical Thinking: A qualitative research",False,,,,,low,"The abstract describes a qualitative study analyzing a learning activity. The conclusion suggests the method is 'promising' but does not explicitly state that the approach, the study, or its findings are novel or the first of their kind."
train,75,QUANTIFICATION OF CRITICAL THINKING SKILLS AFTER WITH COMPUTER QUIZ GAMES IN AN INTRODUCTORY SCIENCE COURSE,False,,,,,low,"The abstract describes the development, implementation, and analysis of computer quiz games (CQG) to enhance and quantify critical thinking skills. However, it does not use any explicit language to claim that the method, the games themselves, or the findings are novel or a first-of-their-kind contribution. The language is descriptive of the study conducted."
train,76,An Examination of the Effects of a Research-Based Instructional Model on Students' Critical Thinking Abilities in an Introductory Science Course,False,,,,,low,"The abstract describes an examination of the existing RBL model's effectiveness. It does not contain any explicit claims of novelty, such as stating this is a new model, a new methodology, or the first study of its kind. The final sentence suggests the results may help 'develop new ways' in the future, which is an implication, not a direct claim of novelty for the current work."
train,77,The Effectiveness Of An Educational Environment Based Gamification Strategy Through An Educational Platform In The Acquisition Of Scientific Concepts And The Attitudes Towards Science,False,,,,,low,"The provided abstract is empty and contains only the word 'Abstract'. Therefore, no novelty claim can be extracted."
train,78,A Review of Gamification Design Frameworks in Education,False,,,,,low,"The abstract describes a literature review paper that discusses, categorizes, and critically reviews existing gamification design frameworks. It does not make any explicit claims of novelty for a new method, framework, or finding."
train,79,Use of Gamification Applications in Science Education,False,,,,,low,"The abstract describes the purpose, methods, and findings of the study. It does not contain any explicit statements claiming novelty, such as using words like 'first', 'novel', or 'new'."
train,80,Development of Augmented Reality-Based Interactive Multimedia to Improve Critical Thinking Skills in Science Learning,False,,,,,low,"The abstract describes the development and evaluation of an AR-based multimedia tool for a specific purpose. It reports on the results and feasibility but does not contain any explicit statements claiming the tool, method, or approach is novel, new, or a first of its kind."
train,81,ARIES: A Corpus of Scientific Paper Edits Made in Response to Peer Reviews,True,"The authors introduce a new task, automatic scientific paper revision based on peer feedback, and release a corresponding dataset named ARIES.","We introduce the task of automatically revising scientific papers based on peer feedback and release ARIES, a dataset of review comments and their corresponding paper edits.",,,high,The novelty claim is explicitly stated in the first sentence using the phrase 'We introduce'.
train,82,arXivEdits: Understanding the Human Revision Process in Scientific Writing,True,"The paper introduces arXivEdits, a new annotated corpus for studying text revision in scientific writing.","We first introduce arXivEdits, a new annotated corpus of 751 full papers from arXiv with gold sentence alignment across their multiple versions of revision, as well as fine-grained span-level edits and their underlying intentions for 1,000 sentence pairs.",The authors state this is novel because prior work provided an incomplete picture by focusing only on the abstract or introduction sections of papers.,"However, prior work studying the human editing process in this domain mainly focused on the abstract or introduction sections, resulting in an incomplete picture.",high,
train,83,Characterizing Text Revisions to Better Support Collaborative,True,The main contribution is a computational approach for the task of significant revision identification.,"Our main contribution is to define a computational approach to this task, by framing the task as bi-directional entailment between the original and revised sentences.",,,high,"The abstract also makes a secondary claim about a 'novel corpus', but the primary claim is explicitly identified with the phrase 'Our main contribution is...'."
train,84,DeepReviewer: Collaborative Grammar and Innovation Neural Network for Automatic Paper Review,False,,,,,low,"The abstract introduces a model by stating 'we propose a... model', which is a statement of contribution. However, it does not use explicit novelty language (e.g., 'novel', 'first', 'new') to claim that the model or its approach is novel. It describes the model and its performance, but makes no explicit claims about its novelty."
train,85,Aspect-based Sentiment Analysis of Scientific Reviews,False,,,,,low,"The abstract describes the authors' proposal, methods, and observations (including an 'intriguing observation' and a 'most interesting observation'). However, it does not use explicit novelty language like 'novel', 'new', or 'for the first time' to frame these contributions."
train,86,Aspect-based sentiment analysis of online peer re 鄄 views and prediction of paper acceptance results,False,,,,,low,Claim quote was not found verbatim in abstract; dropped to avoid hallucination.
train,87,"HUMANELY: HUMAN EVALUATION OF LLM YIELD, USING A NOVEL WEB BASED EVALUATION TOOL",True,"The authors propose HumanELY, which they claim is the first guidance and tool for providing a structured way to perform comprehensive human evaluation of Large Language Model (LLM) output.","To provide a structured way to perform comprehensive human evaluation of LLM output, we propose the first guidance and tool called HumanELY.",The proposed guidance and tool is claimed to be novel because it is the first of its kind.,we propose the first guidance and tool called HumanELY.,high,
train,88,Evaluation of Code Generation for Simulating Participant Behavior in Experience Sampling Method by Iterative In-Context Learning of a Large Language Model,False,,,,,low,"The abstract describes the research conducted, its methods, and findings. However, it does not contain any phrases that explicitly claim the work or its methods are novel, new, or the first of their kind."
train,89,CheckEval: Robust Evaluation Framework using Large Language Model via Checklist,False,,,,,low,Claim quote was not found verbatim in abstract; dropped to avoid hallucination.
train,90,Discovering Language Model Behaviors with Model-Written Evaluations,True,The authors claim to have found some of the first examples of inverse scaling in Reinforcement Learning from Human Feedback (RLHF).,"We also find some of the first examples of inverse scaling in RL from Human Feedback (RLHF), where more RLHF makes LMs worse.",,,high,The novelty claim is highly explicit due to the author's use of the phrase 'some of the first examples'.
train,91,Prometheus 2: An Open Source Language Model Specialized in Evaluating Other Language Models,True,"The paper introduces Prometheus 2, an evaluator language model that mirrors human judgments and is capable of handling both direct assessment and pairwise ranking formats with user-defined criteria.","To address these issues, we introduce Prometheus 2, a more powerful evaluator LM than its predecessor that closely mirrors human and GPT-4 judgements. Moreover, it is capable of processing both direct assessment and pair-wise ranking formats grouped with a user-defined evaluation criteria.","This is presented as novel because existing open evaluator LMs have critical shortcomings, including a lack of flexibility for different assessment types and an inability to use custom evaluation criteria.","existing open evaluator LMs exhibit critical shortcomings: 1) they issue scores that significantly diverge from those assigned by humans, and 2) they lack the flexibility to perform both direct assessment and pairwise ranking, the two most prevalent forms of assessment. Additionally, they do not possess the ability to evaluate based on custom evaluation criteria, focusing instead on general attributes like helpfulness and harmlessness.",high,
train,92,Similarity-based Complex Publication Network Analytics for Recommending Potential Collaborations,True,The authors developed an innovative random walk model to find potential co-authors for a researcher.,We evaluated some of the similarity measures and developed an innovative random walk model to find potential co-authors for a given researcher.,,,high,"The abstract also mentions 'proposed a ranking algorithm', which is another novelty claim, but the 'innovative random walk model' is the most strongly worded claim."
train,93,Online The Open University ’ s repository of research publications and other research outputs Understanding research dynamics,True,"The paper presents Rexplore, a system that leverages novel solutions and provides an innovative environment for exploring and understanding scholarly data.","Rexplore leverages novel solutions in data mining, semantic technologies and visual analytics, and provides an innovative environment for exploring and making sense of scholarly data.","The system is novel because it identifies various interesting relationships between researchers, going beyond the standard co-authorship relations found in most other systems.","to identify a variety of interesting relations between researchers, beyond the standard co-authorship relations provided by most other systems;",high,The abstract explicitly uses the keywords 'novel solutions' and 'innovative environment' to describe the system.
train,94,AMiner: Mining Deep Knowledge from Big Scholar Data,False,,,,,low,"The abstract describes the AMiner system and what the authors have developed (algorithms, methodologies). However, it does not contain any explicit statements framing these developments as novel, new, or a first in the field. The language is descriptive rather than making a claim of novelty."
train,95,Finding Experts by Link Prediction in Co-authorship Networks,False,,,,,low,"The abstract states 'We propose a method...', which describes the paper's contribution. However, it does not use any explicit language like 'novel', 'first', or 'unique' to claim this method is a novelty."
train,96,Recommending collaborators using social features and MeSH terms,False,,,,,low,"The abstract describes a study and its findings, presenting it as a contribution that provides evidence for a hypothesis. However, it does not use explicit language (e.g., 'novel', 'first', 'new') to frame this contribution as a novelty claim."
train,97,Collaborator Recommendation for Isolated Researchers,True,The authors propose a new approach for recommending collaborators to 'isolated' researchers by using new features.,"Thus, we propose a new approach that uses additional information as new features to make recommendations, i.e., the strength of the relationship between organizations, the importance rating, and the activity scores of researchers.",This new approach is needed because existing link-based and content-based methods are unsuitable for isolated researchers who lack links and content information.,Existing approaches such as link-based and content-based methods may not be suitable for isolated researchers because of their lack of links and content information.,high,The abstract explicitly uses the phrase 'new approach' and provides a clear justification for its necessity. It also claims to introduce a new problem definition and a new evaluation method.
train,98,To whom and why should I connect? Co-author recommendation based on powerful and similar peers,False,,,,,low,The abstract describes a user study and its preliminary outcomes. It details the recommendation approach used but does not explicitly state that the approach or the study itself is novel or a first of its kind.
train,99,Identifying Potential Coauthors for Junior Researchers,True,This paper focuses on the problem of coauthor prediction specifically for junior researchers.,"In this paper, we focus on the coauthor prediction problem for junior researchers.",This focus is novel because previous link prediction work has mostly been on core authors who have more publications.,Link prediction is a related technique for collaborator discovery; but its focus has been mostly on the core authors who have relatively more publications.,high,The abstract explicitly contrasts the paper's focus on junior researchers with the focus of prior work on core authors.
train,100,Aligning LLM Agents by Learning Latent Preference from User Edits,True,The paper proposes a learning framework named PRELUDE that infers a user's latent preferences from their history of edits.,"We propose a learning framework, PRELUDE that infers a description of the user's latent preference based on historic edit data.","This framework is presented as a novel alternative to fine-tuning, which is costly, difficult to scale, and can degrade agent performance.","This avoids fine-tuning the agent, which is costly, challenging to scale with the number of users, and may even degrade its performance on other tasks.",high,"The abstract explicitly states 'We propose a learning framework, PRELUDE...' and immediately follows with a sentence explaining its advantages over the alternative (fine-tuning), which serves as the reason for its novelty."
train,101,PEARL: Personalizing Large Language Model Writing Assistants with Generation-Calibrated Retrievers,True,The paper proposes two key novelties for training its retriever: a specific training data selection method and a scale-calibrating KL-divergence objective.,We propose two key novelties for training our retriever:,The novelties consist of a method for selecting beneficial training data and a scale-calibrating objective ensuring the retriever tracks a document's benefit for personalized generation.,1) A training data selection method that identifies user requests likely to benefit from personalization and documents that provide that benefit; and 2) A scale-calibrating KL-divergence objective that ensures that our retriever closely tracks the benefit of a document for personalized generation.,high,The abstract explicitly states 'We propose two key novelties' and then lists them.
train,102,Panza: A Personalized Text Writing Assistant via Data Playback and Local Fine-Tuning,True,The authors introduce a new technique called data playback to personalize a large language model.,"Panza's personalization features are based on a new technique called data playback, which allows us to fine-tune an LLM to better reflect a user's writing style using limited data.",This technique allows an LLM to be fine-tuned to reflect a user's writing style even with limited available data.,which allows us to fine-tune an LLM to better reflect a user's writing style using limited data.,high,"The abstract also mentions a 'new design' for an automated assistant and a 'key methodological contribution' in the form of a study, but the 'new technique' is the most specific methodological claim."
train,103,Teach LLMs to Personalize - An Approach inspired by Writing Education,True,The authors developed a multistage and multitask framework to teach large language models for personalized text generation.,we develop a multistage and multitask framework to teach LLMs for personalized generation.,The framework is novel because it is inspired by the practice of writing education.,"Inspired by the practice of writing education, we develop a multistage and multitask framework to teach LLMs for personalized generation.",high,"The claim and its reason are explicitly linked in the same sentence, where the 'inspiration' is given as the basis for the 'development' of the framework."
train,104,Orchestrating LLMs with Different Personalizations,True,The paper presents a novel approach for aligning large language models (LLMs) with individual human preferences.,"This paper presents a novel approach to aligning large language models (LLMs) with individual human preferences, sometimes referred to as Reinforcement Learning from \textit{Personalized} Human Feedback (RLPHF).",The method is a black-box approach that merges the outputs of specialized expert LLMs on a per-token level without re-training.,"Starting from specialized expert LLMs, each trained for one such particular preference dimension, we propose a black-box method that merges their outputs on a per-token level.",high,
train,105,Languages are Rewards: Chain of Hindsight Finetuning using Human Feedback,True,The authors propose a novel technique called Hindsight Finetuning to enable language models to learn from diverse human feedback.,"In this work, we propose a novel technique called Hindsight Finetuning for making language models learn from diverse human feedback.",,,high,
train,106,Direct Preference Optimization: Your Language Model is Secretly a Reward Model,True,"The paper introduces a new parameterization of the reward model in RLHF that enables solving the optimization problem with a simple classification loss, resulting in an algorithm called Direct Preference Optimization (DPO).","In this paper we introduce a new parameterization of the reward model in RLHF that enables extraction of the corresponding optimal policy in closed form, allowing us to solve the standard RLHF problem with only a simple classification loss.","The authors state their resulting algorithm is novel because it is stable, performant, and computationally lightweight, removing the need for complex steps like sampling during fine-tuning or extensive hyperparameter tuning required by previous methods.","The resulting algorithm, which we call Direct Preference Optimization (DPO), is stable, performant, and computationally lightweight, eliminating the need for sampling from the LM during fine-tuning or performing significant hyperparameter tuning.",high,The abstract explicitly states 'we introduce a new parameterization' and contrasts the resulting algorithm's simplicity and stability with prior complex and unstable procedures like RLHF.
train,107,Training Language Models with Language Feedback,True,The authors propose a method for training language models by learning from natural language feedback.,"Here, we propose to learn from natural language feedback, which conveys more information per human evaluation.",This approach is novel because natural language feedback conveys more information per evaluation than the prior method of using simple comparisons.,"Comparison feedback conveys limited information about human preferences per human evaluation. Here, we propose to learn from natural language feedback, which conveys more information per human evaluation.",high,"The abstract explicitly states 'Here, we propose...' and contrasts the proposed method with the limitations of 'Recent work' (comparison feedback)."
train,108,Training Language Models with Natural Language Feedback,True,The authors propose a method to learn from natural language feedback provided on model outputs.,"Here, we propose to learn from natural language feedback, which conveys more information per human evaluation.",This method is novel because natural language feedback conveys more information per evaluation compared to prior work that uses simple comparisons.,"Comparison feedback conveys limited information about human preferences per human evaluation. Here, we propose to learn from natural language feedback, which conveys more information per human evaluation.",high,
train,109,Towards Aligning Language Models with Textual Feedback,True,"The authors present ALT (ALignment with Textual feedback), an approach designed to align language models with user preferences that are expressed in text.","We present ALT (ALignment with Textual feedback), an approach that aligns language models with user preferences expressed in text.","The method is novel as it relies solely on language modeling techniques, needs minimal hyper-parameter tuning, and still provides the main benefits of RL-based alignment algorithms.","Our method relies solely on language modeling techniques and requires minimal hyper-parameter tuning, though it still presents the main benefits of RL-based alignment algorithms and can effectively learn from textual feedback.",high,
train,110,The Role of Document Embedding in Research Paper Recommender Systems: To Breakdown or to Bolster Disciplinary Borders?,True,The authors introduce a novel paper embedding method for research paper recommender systems.,"We introduce a novel paper embedding method, which we demonstrate offers more innovative and diverse recommendations without sacrificing precision, compared to other state-of-the-art baselines.",This method is novel because it provides more innovative and diverse recommendations than other state-of-the-art baselines without sacrificing precision.,"which we demonstrate offers more innovative and diverse recommendations without sacrificing precision, compared to other state-of-the-art baselines.",high,The abstract makes two explicit novelty claims: a novel framework and a novel paper embedding method. This extraction focuses on the paper embedding method as it is presented as the key contribution with a specific performance-based reason for its novelty.
train,111,A Local Community and Resource Allocation Perspective on Link Prediction: Method and Visualization,True,"The authors propose a new link prediction method based on local community and resource allocation theory, extended to 3-hop paths.","In this work, a link prediction method based on local community and resource allocation theory is proposed and extended within 3-hop paths, and is also extensively experimented.",This method is claimed to be novel because it has higher prediction accuracy compared to most other local similarity-based methods.,"Compared to most methods based on local similarity, this method has a higher prediction accuracy.",high,"The abstract explicitly uses the word 'proposed' for a new method and then provides a direct comparison of its performance, making it a clear novelty claim. A second claim about a visualization system is also made but is not followed by a justification."
train,112,Academic Article Recommendation Using Multiple Perspectives,False,,,,,low,"The abstract describes what the paper does (describes differences and synergistic opportunities), but it does not use explicit terms like 'novel', 'first', or 'new' to frame this as a novelty claim."
train,113,Learning-to-Rank in Research Paper CBF recommendation: Leveraging Irrelevant Papers,True,The authors' proposed approach clearly outperforms state-of-the-art research paper recommendation methods that use only publicly available metadata.,The results show that our approach clearly outperforms state-of-the-art research paper recommendations utilizing only publicly available meta-data.,"The outperformance is due to a proposed model-based, learning-to-rank method that leverages the metadata of publicly available publications.","In this paper, we argue for the model-based approach and propose a learning-to-rank method that leverages publicly available publications’ meta-data to produce an eﬀective prediction model.",high,
train,114,Leveraging metadata to recommend keywords for academic papers,False,,,,,low,"The abstract describes the paper's focus on predicting keywords using metadata when full text is unavailable, a context where previous work is not applicable. However, it does not use explicit language (e.g., 'novel', 'new', 'first') to frame this as a novelty claim; it states 'we study the problem' rather than 'we propose a new method'."
train,115,Combining collaborative and content-based filtering to recommend research papers,False,,,,,low,"The abstract describes the research conducted, which involved exploring and evaluating hybrid recommender systems for research papers. However, it does not use any explicit language to claim that this approach, the methods, or the findings are novel or a new contribution to the field."
train,116,A Scalable Hybrid Research Paper Recommender System for Microsoft Academic,False,,,,,low,"The abstract describes the design and methodology of a large-scale recommender system. It details the system's features, such as handling incomplete data and combining approaches, but does not use explicit language to claim that these aspects are novel. The word 'novel' is used once to describe potential future applications that the work may enable, not the work itself."
train,117,"""Towards higher relevance and serendipity in scholarly paper recommendation"" by Kazunari Sugiyama and Min-Yen Kan with Martin Vesely as coordinator",True,The authors' proposed approaches for scholarly paper recommendation outperform the state-of-the-art with statistical significance.,"our proposed approaches provides promising recommendations for researchers, outperforming the state-of-the-art with statistical significance.",,,high,"The abstract does not provide a specific reason for why the approaches are novel or superior, only that they outperform the state-of-the-art based on experimental results. The paper itself is a summary of the authors' previous work."
train,118,Analysis of the Documents Published in the Web of Science Database on Teachers' Gamification Method: A Content Analysis,False,,,,,low,"The abstract describes a content analysis of existing literature. It identifies a research gap ('little is known about teachers' main drivers and barriers') but does not explicitly claim that this specific study is novel or the first to address this gap. It only states what the study did, without framing it as a new contribution."
train,119,A Review of Gamification Impact on Student Behavioural and Learning Outcomes,False,,,,,low,"The abstract identifies a research gap by stating that 'few researchers have focused on the comprehensive impact of gamification,' but it does not explicitly claim that this specific review is a novel contribution to fill that gap. It presents the work as a response to a need rather than as a novel work itself."
train,120,Gamification and learning performance : a systematic review of the literature,True,This study is a review of available studies on gamification that exclusively focuses on learning performance as the key dependent variable.,"Hence, the purpose of this study is to review available studies on gamification, with an exclusive focus on learning performance as the key dependent variable.",The study is novel because the majority of prior research has focused on motivation and engagement rather than learning performance.,"Yet, the majority of available research rather focuses on the evaluation of motivation and engagement as key dependent variables.",high,
train,121,GAMIFICATION IN ENGINEERING EDUCATION IN CANADA: A SYSTEMATIC REVIEW OF THE LITERATURE,True,This paper presents a systematic literature review specifically focused on the use of game-based learning and gamification strategies in engineering education in Canada.,"Therefore, this paper will report the results of a systematic literature review specifically focused on the use of game-based learning and gamification strategies in engineering education in Canada.",The review is novel because past literature reviews have found almost no papers documenting the use of gamification in Canada.,"However, past literature reviews found almost no papers documenting the use of gamification in Canada.",high,The paper explicitly states a gap in the literature (the reason) and then explicitly states how this paper will fill that gap (the claim).
train,122,Gamification as a tool for engaging student learning: A field experiment with a gamified app,False,,,,,low,"The abstract describes the implementation, methodology, and results of a field experiment. It does not contain any explicit statements of novelty, such as 'novel', 'for the first time', or 'we introduce a new...'. The authors reflect on their findings without framing them as a unique contribution to the field."
train,123,"The Effect of Gamified Assessment on Student’s Achievement, Motivation and Engagement in Database Design Course",True,"This study investigates the effect of gamified assessment on students’ achievement, motivation, and engagement, addressing a gap in the existing literature.","The main purpose of this study is to investigate the effect of gamified assessment on students’ achievement, motivation and engagement.","The authors state their work is novel because prior research is limited, and most studies on gamified assessment were conducted in different fields such as English, mathematics, and science, not in database design.","However, only a limited number of research studies have explored the effect of gamified assessment on student learning. Moreover, most researches on gamified assessment were conducted in the areas of English, Arabic, mathematics and science.",high,"The authors explicitly state a gap in the literature by noting the limited number of studies and the specific subject areas of prior research, which their study then addresses in a new context (Database Design)."
train,124,The development of gamified learning activities to increase student engagement in learning,False,,,,,low,"The abstract describes an empirical study that provides support for an existing concept, but it does not contain any explicit phrases or claims of novelty (e.g., 'first', 'new', 'novel')."
train,125,A Survey on Human Preference Learning for Large Language Models,True,The authors provide a survey on human preference learning for LLMs from a novel preference-centered perspective.,"In this survey, we review the progress in exploring human preference learning for LLMs from a preference-centered perspective, covering the sources and formats of preference feedback, the modeling and usage of preference signals, as well as the evaluation of the aligned LLMs.",This perspective is claimed to be novel because a comprehensive viewpoint on how human preferences are introduced into LLMs is currently limited.,"Despite the numerous related studies conducted, a perspective on how human preferences are introduced into LLMs remains limited, which may prevent a deeper comprehension of the relationships between human preferences and LLMs as well as the realization of their limitations.",high,
train,126,Can LLM be a Personalized Judge?,True,The authors introduce a method for verbal uncertainty estimation into the LLM-as-a-Personalized-Judge pipeline.,"To address these issues, we introduce verbal uncertainty estimation into the LLM-as-a-Personalized-Judge pipeline, allowing the model to express low confidence on uncertain judgments.",,,high,"The abstract explicitly uses the phrase 'we introduce' to describe the new method, and the phrase 'To address these issues' to state the reason for its introduction, with the issues having been defined in the preceding sentences."
train,127,PMG : Personalized Multimodal Generation with Large Language Models,True,The paper proposes the first method for personalized multimodal generation using large language models (LLMs).,"This paper proposes the first method for personalized multimodal generation using LLMs, showcases its applications and validates its performance via an extensive experimental study on two datasets.","The authors state this is a novel contribution because there is currently little work on personalized generation, despite multi-modal generation attracting significant attention.","Multi-modal generation attracts great attention from both the industry and academia, but there is little work on personalized generation, which has important applications such as recommender systems.",high,
train,128,Improving Context-Aware Preference Modeling for Language Models,True,The authors contribute new context-conditioned preference datasets and accompanying experiments.,"To this end, we contribute context-conditioned preference datasets and accompanying experiments that investigate the ability of language models to evaluate context-specific preference.",This contribution is necessary because the ability of models to evaluate context-specific preference is critical for the proposed two-step preference modeling procedure to work.,"For this to work, the ability of models to evaluate context-specific preference is critical.",high,
train,129,Data-Efficient Alignment of Large Language Models with Human Feedback Through Natural Language,False,,,,,low,"The abstract describes the work performed ('In this work we investigate...') and its positive results, but it does not contain any explicit statements claiming the method or findings are novel, new, or a first."
train,130,Arithmetic Control of LLMs for Diverse User Preferences: Directional Preference Alignment with Multi-Objective Rewards,True,The authors introduce the Directional Preference Alignment (DPA) framework to address the limitation of current methods in capturing diverse user preferences.,"To address this limitation, we introduce the Directional Preference Alignment (DPA) framework.","The DPA framework is novel because, unlike scalar-reward RLHF, it uses multi-objective reward modeling to represent varied preference profiles.","Unlike the scalar-reward RLHF, DPA incorporates multi-objective reward modeling to represent diverse preference profiles.",high,
train,131,Constructive Large Language Models Alignment with Diverse Feedback,True,The authors introduce a novel method called Constructive and Diverse Feedback (CDF) to improve the alignment of Large Language Models (LLMs).,"In this paper, we introduce Constructive and Diverse Feedback (CDF) as a novel method to enhance LLM alignment, inspired by constructivist learning theory.","The approach is novel because it collects and utilizes three distinct types of feedback specifically tailored to problems of varying difficulty levels, unlike current methods that use singular feedback forms.",Our approach involves collecting three distinct types of feedback tailored to problems of varying difficulty levels within the training dataset.,high,
train,132,The Role of Gamification Techniques in Promoting Student Learning: A Review and Synthesis,False,,,,,low,"The abstract describes a systematic review of existing literature. It summarizes the state of the field, its findings, and challenges but does not contain any explicit language claiming novelty (e.g., 'first', 'novel', 'new method')."
train,133,Using Gamification in Education: A Systematic Literature Review,False,,,,,low,The abstract describes the paper's contribution as a systematic literature review that provides a map of existing scales. It does not use explicit language to claim that this map or the review itself is a novel contribution to the field.
train,134,Gamification Effects on Motivation and Learning: Application to Primary and College Students,False,,,,,low,"The abstract describes the study's topic, methodology, and findings but does not contain any explicit language to claim novelty (e.g., 'new', 'first', 'novel'). It simply reports the effects of an application of gamification."
train,135,The effects of gamification on students’ academic achievement: a meta-analysis study,False,,,,,low,The abstract describes the purpose of the study as providing a 'scientific answer' to a debate using a meta-analysis. It presents the findings of this analysis but does not explicitly claim that this is the first such study or that the method is novel.
train,136,A systematic mapping on gamification applied to education,True,The authors claim to have conducted the first systematic mapping to synthesize an overview of the research area of gamification in education.,"As a first step towards bridging this gap, we carried out a systematic mapping to synthesize an overview of the area.","The authors state this is novel because, to their knowledge, no previous studies have covered and classified the types of research being published and the most investigated topics in the area.","Despite this increasing interest, to the best of our knowledge, there are no studies that cover and classify the types of research being published and the most investigated topics in the area.",high,
train,137,"Assessing the effects of gami fi cation in the classroom : A longitudinal study on intrinsic motivation , social comparison , satisfaction , effort , and academic performance",False,,,,,low,"The abstract describes the methodology and results of a longitudinal study but does not make any explicit claims of novelty. It reports findings without using phrases like 'for the first time,' 'novel,' or 'we introduce.'"
train,138,A systematic literature review of game-based learning and gamification research in Asia,False,,,,,low,"The abstract is a summary of findings from a literature review and does not contain any explicit statements of novelty (e.g., 'first', 'novel', 'new approach'). It describes what the review found, not why the review itself is a novel contribution."
train,139,Gamification and Implications for Second Language Education: A Meta Analysis,False,,,,,low,"The abstract describes the study's purpose as a meta-analysis to determine which aspects of gamification are important. However, it does not make any explicit claims of novelty, such as being the first study of its kind."
train,140,The effect of gamification on motivation and engagement,True,The paper claims that its synthesis of the themes and ideas presented is original.,"However, the synthesis of the themes and ideas are original.",,,high,"The claim is explicitly stated using the word 'original', but no separate reason for the novelty is provided."
train,141,Alphazero-like Tree-Search can Guide Large Language Model Decoding and Training,True,"The paper presents a novel AlphaZero-like tree-search learning framework for Large Language Models (LLMs), termed TS-LLM.","To address these limitations, we present an AlphaZero-like tree-search learning framework for LLMs (termed TS-LLM), systematically illustrating how tree-search with a learned value function can guide LLM decoding.","The framework is distinct from prior work because it uses a learned value function to be adaptable to a wide range of tasks and model sizes, and it can guide LLMs during both inference and training for iterative improvement.","TS-LLM distinguishes itself in two key ways. (1) Leveraging a learned value function and AlphaZero-like algorithms, our approach can be generally adaptable to a wide range of tasks, language models of any size, and tasks of varying search depths. (2) Our approach can guide LLMs during both inference and training, iteratively improving the LLM.",high,
train,142,Reasoning with Language Model is Planning with World Model,True,The authors propose a new LLM reasoning framework called Reasoning via Planning (RAP).,"To overcome the limitations, we propose a new LLM reasoning framework, $\underline{R}$easoning vi$\underline{a}$ $\underline{P}$lanning $\textbf{(RAP)}$.",The framework repurposes the LLM as both a world model and a reasoning agent and incorporates a principled planning algorithm for strategic exploration.,"RAP repurposes the LLM as both a world model and a reasoning agent, and incorporates a principled planning algorithm (based on Monto Carlo Tree Search) for strategic exploration in the vast reasoning space.",high,
train,143,Tree of Thoughts: Deliberate Problem Solving with Large Language Models,True,The authors introduce a new framework for language model inference called Tree of Thoughts (ToT).,"To surmount these challenges, we introduce a new framework for language model inference, Tree of Thoughts (ToT), which generalizes over the popular Chain of Thought approach to prompting language models, and enables exploration over coherent units of text (thoughts) that serve as intermediate steps toward problem solving.","This framework is novel because it allows language models to perform deliberate decision making by considering and self-evaluating multiple reasoning paths, as well as looking ahead or backtracking.","ToT allows LMs to perform deliberate decision making by considering multiple different reasoning paths and self-evaluating choices to decide the next course of action, as well as looking ahead or backtracking when necessary to make global choices.",high,
